Response ID,Status,Department,Director,Manager,Supervisor,Staff,Question,Response,Response Text
4974,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
4975,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
4976,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
4977,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
4978,Complete,Finance and Performance Management,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
4979,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
4980,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
4981,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
4982,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
4983,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
4984,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
4985,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
4986,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree
4987,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
4988,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
4989,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
4990,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
4991,Complete,Finance and Performance Management,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
4992,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
4993,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
4994,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
4995,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
4996,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
4997,Complete,Facilities Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
4998,Complete,Finance and Performance Management,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
4999,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5000,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5001,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5002,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5003,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5004,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5005,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5006,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5007,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5008,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5009,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5010,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5011,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5012,Complete,Prosecuting Attorney's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5013,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5014,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5015,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5016,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5017,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5018,Complete,Parks and Recreation,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5019,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5020,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree
5021,Incomplete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",,
5022,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5023,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5024,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5025,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5026,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5027,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5028,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5029,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5030,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5031,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5032,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5033,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5034,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5035,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5036,Complete,Emergency Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5037,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5038,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5039,Complete,Emergency Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5040,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5041,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5042,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5043,Complete,Communications Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5044,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5045,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5046,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5047,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5048,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5049,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5050,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5051,Complete,Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5052,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5053,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5054,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5055,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5056,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5057,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5058,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5059,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5060,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5061,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5062,Complete,Human Resources,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5063,Complete,Human Resources,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5064,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5065,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5066,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5067,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5068,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5069,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5070,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5071,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5072,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5073,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5074,Complete,Finance and Performance Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5075,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5076,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5077,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5078,Complete,Council's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5079,Complete,Finance and Performance Management,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5080,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5081,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5082,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5083,Complete,Exec Office & Directors,1,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5084,Complete,Human Services,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5085,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5086,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5087,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5088,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5089,Complete,Communications Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5090,Complete,Prosecuting Attorney's Office,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5091,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5092,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5093,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5094,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5095,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5096,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5097,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5098,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5099,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5100,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5101,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5102,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5103,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5104,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5105,Complete,Finance and Performance Management,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5106,Incomplete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",,
5107,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5108,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree
5109,Complete,Exec Office & Directors,1,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5110,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5111,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5112,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5113,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5114,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5115,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5116,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5117,Complete,Finance and Performance Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5118,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5119,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5120,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5121,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5122,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5123,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5124,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5125,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5126,Complete,Exec Office & Directors,1,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5127,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5128,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5129,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5130,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5131,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5132,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5133,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree
5134,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5135,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5136,Complete,Emergency Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5137,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5138,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5139,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5140,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5141,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5142,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5143,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5144,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5145,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5146,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5147,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",0,Not Applicable
5148,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree
5149,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5150,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5151,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5152,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5153,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5154,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5155,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5156,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5157,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5158,Complete,Communications Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5159,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5160,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5161,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5162,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5163,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5164,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5165,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5166,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5167,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5168,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree
5169,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5170,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5171,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5172,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5173,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5174,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree
5175,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5176,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5177,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5178,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5179,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5180,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5181,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5182,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5183,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5184,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5185,Complete,Finance and Performance Management,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5186,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5187,Complete,Communications Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5188,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5189,Complete,Exec Office & Directors,1,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5190,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5191,Complete,Human Services,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5192,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5193,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5194,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5195,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5196,Incomplete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",,
5197,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5198,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5199,Complete,Council's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5200,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5201,Complete,Exec Office & Directors,1,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5202,Complete,Clerk of Superior Court,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5203,Complete,Clerk of Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5204,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5205,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5206,Complete,Sheriff's Department,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5207,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5208,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5209,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5210,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5211,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree
5212,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5213,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree
5214,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5215,Complete,Sheriff's Department,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
5216,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree
5217,Complete,Clerk of Superior Court,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree
5218,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree
