Response_ID,Status,Department,Director,Manager,Supervisor,Staff,Question,Response,Response_Text,Qno,Question_alt
4746,Complete,Emergency Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4747,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4748,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4749,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4750,Complete,Finance and Performance Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4751,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4752,Complete,Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4753,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4754,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4755,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4756,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4757,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4758,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4759,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4760,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4761,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4762,Complete,Communications Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4763,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4764,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4765,Complete,Juvenile Court,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4766,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4767,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4768,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4769,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4770,Complete,Juvenile Court,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4771,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4772,Complete,Finance and Performance Management,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4773,Complete,Finance and Performance Management,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4774,Complete,Finance and Performance Management,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4775,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4776,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4777,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4778,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4779,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4780,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4781,Complete,Finance and Performance Management,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4782,Complete,Prosecuting Attorney's Office,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4783,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4784,Complete,Finance and Performance Management,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4785,Complete,Council's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4786,Complete,Assigned Council,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4787,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4788,Complete,Finance and Performance Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4789,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4790,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4791,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4792,Complete,Family Justice Center,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4793,Complete,Facilities Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4794,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4795,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4796,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4797,Complete,Economic Development,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4798,Complete,Human Services,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4799,Complete,Parks and Recreation,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4800,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4801,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4802,Complete,Facilities Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4803,Complete,Human Resources,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4804,Complete,Finance and Performance Management,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4805,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4806,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4807,Complete,Assigned Council,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4808,Complete,Assigned Council,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4809,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4810,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4811,Complete,Clerk of Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4812,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4813,Complete,Juvenile Court,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4814,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4815,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4816,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4817,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4818,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4819,Complete,Human Resources,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4820,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4821,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4822,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4823,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4824,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4825,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4826,Complete,Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4827,Complete,Juvenile Court,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4828,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4829,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4830,Complete,Human Resources,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4831,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4832,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4833,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4834,Complete,Clerk of Superior Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4835,Complete,Sheriff's Department,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4836,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4837,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4838,Complete,Finance and Performance Management,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4839,Complete,Planning and Public Works,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4840,Complete,Planning and Public Works,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4841,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4842,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4843,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4844,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4845,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4846,Complete,Human Services,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4847,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4848,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4849,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4850,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4851,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4852,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4853,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4854,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4855,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4856,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4857,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4858,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4859,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4860,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4861,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4862,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4863,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4864,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4865,Complete,Exec Office & Directors,1,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4866,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",2,Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4867,Complete,Family Justice Center,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4868,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4869,Complete,Family Justice Center,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4870,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4871,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4872,Complete,Facilities Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4873,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",1,Strongly Disagree,4,"My supervisor, or someone at work, seems to care about me as a person"
4874,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4875,Complete,Parks and Recreation,0,0,0,1,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4876,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4877,Complete,Assessor-Treasurer's Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4878,Complete,Economic Development,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4879,Complete,Communications Office,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4880,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4881,Complete,Assigned Council,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4882,Complete,Human Services,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4883,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4884,Complete,Human Services,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4885,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4886,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4887,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4888,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4889,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4890,Complete,Planning and Public Works,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4891,Complete,Parks and Recreation,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4892,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4893,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4894,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4895,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4896,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4897,Complete,Finance and Performance Management,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4898,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4899,Complete,Human Services,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4900,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4901,Complete,Juvenile Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4902,Complete,Facilities Management,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4903,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4904,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4905,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4906,Complete,Communications Office,0,1,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4907,Complete,Exec Office & Directors,1,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4908,Complete,Parks and Recreation,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",0,Not Applicable,4,"My supervisor, or someone at work, seems to care about me as a person"
4909,Complete,Parks and Recreation,0,0,1,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4910,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4911,Complete,District Court,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",4,Strongly Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4912,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
4913,Complete,Planning and Public Works,0,0,0,0,"4. My supervisor, or someone at work, seems to care about me as a person",3,Agree,4,"My supervisor, or someone at work, seems to care about me as a person"
