year_month,community,zone,is_freehold,secondary_price_per_sqft_usd,secondary_price_per_m2_usd,offplan_price_per_sqft_usd,rental_price_per_sqft_annual_usd,n_listings_secondary,n_listings_offplan,n_listings_rental,cbuae_base_rate_pct,avg_mortgage_rate_pct
2025-06,Arabian Ranches 2,Arabian Ranches,True,691,7441,758.0,45,168,65,19,4.65,6.15
2025-07,Arabian Ranches 2,Arabian Ranches,True,670,7207,735.0,44,47,77,38,4.0,5.5
2025-08,Arabian Ranches 2,Arabian Ranches,True,676,7273,753.0,44,59,45,55,4.0,5.5
2025-09,Arabian Ranches 2,Arabian Ranches,True,672,7233,732.0,44,15,55,54,4.0,5.5
2025-10,Arabian Ranches 2,Arabian Ranches,True,692,7444,746.0,45,96,42,44,4.0,5.5
2025-11,Arabian Ranches 2,Arabian Ranches,True,696,7492,783.0,45,65,55,94,4.0,5.5
2025-12,Arabian Ranches 2,Arabian Ranches,True,702,7559,762.0,46,112,67,53,4.0,5.5
2026-01,Arabian Ranches 2,Arabian Ranches,True,695,7476,767.0,45,141,53,62,4.0,5.5
2026-02,Arabian Ranches 2,Arabian Ranches,True,672,7238,730.0,44,88,29,45,4.0,5.5
2026-03,Arabian Ranches 2,Arabian Ranches,True,661,7117,711.0,43,139,71,49,4.0,5.5
2026-04,Arabian Ranches 2,Arabian Ranches,True,677,7291,737.0,44,124,36,16,4.0,5.5
2020-01,Arabian Ranches 3,Arabian Ranches,True,403,4335,469.0,26,153,66,59,1.5,3.0
2020-02,Arabian Ranches 3,Arabian Ranches,True,422,4541,455.0,27,133,36,54,1.5,3.0
2020-03,Arabian Ranches 3,Arabian Ranches,True,390,4195,434.0,25,123,6,69,1.5,3.0
2020-04,Arabian Ranches 3,Arabian Ranches,True,393,4233,426.0,26,17,70,10,0.4,1.9
2020-05,Arabian Ranches 3,Arabian Ranches,True,390,4203,433.0,25,101,5,78,0.4,1.9
2020-06,Arabian Ranches 3,Arabian Ranches,True,408,4395,441.0,27,58,9,28,0.4,1.9
2020-07,Arabian Ranches 3,Arabian Ranches,True,380,4085,408.0,25,141,59,76,0.4,1.9
2020-08,Arabian Ranches 3,Arabian Ranches,True,392,4215,441.0,25,114,26,56,0.4,1.9
2020-09,Arabian Ranches 3,Arabian Ranches,True,371,3996,430.0,24,47,12,86,0.4,1.9
2020-10,Arabian Ranches 3,Arabian Ranches,True,375,4032,425.0,24,39,67,56,0.4,1.9
2020-11,Arabian Ranches 3,Arabian Ranches,True,383,4118,419.0,25,103,13,104,0.4,1.9
2020-12,Arabian Ranches 3,Arabian Ranches,True,383,4117,427.0,25,91,48,109,0.4,1.9
2021-01,Arabian Ranches 3,Arabian Ranches,True,391,4214,435.0,25,84,54,57,0.4,1.9
2021-02,Arabian Ranches 3,Arabian Ranches,True,407,4377,441.0,26,80,5,62,0.4,1.9
2021-03,Arabian Ranches 3,Arabian Ranches,True,405,4355,444.0,26,24,66,92,0.4,1.9
2021-04,Arabian Ranches 3,Arabian Ranches,True,419,4506,457.0,27,30,44,73,0.4,1.9
2021-05,Arabian Ranches 3,Arabian Ranches,True,422,4540,462.0,27,120,68,21,0.4,1.9
2021-06,Arabian Ranches 3,Arabian Ranches,True,450,4841,478.0,29,19,43,57,0.4,1.9
2021-07,Arabian Ranches 3,Arabian Ranches,True,455,4899,466.0,30,90,20,26,0.4,1.9
2021-08,Arabian Ranches 3,Arabian Ranches,True,442,4754,490.0,29,46,72,58,0.4,1.9
2021-09,Arabian Ranches 3,Arabian Ranches,True,463,4983,540.0,30,104,78,58,0.4,1.9
2021-10,Arabian Ranches 3,Arabian Ranches,True,449,4829,497.0,29,45,76,76,0.4,1.9
2021-11,Arabian Ranches 3,Arabian Ranches,True,479,5161,546.0,31,105,61,85,0.4,1.9
2021-12,Arabian Ranches 3,Arabian Ranches,True,463,4989,505.0,30,43,49,109,0.4,1.9
2022-01,Arabian Ranches 3,Arabian Ranches,True,519,5589,558.0,34,157,61,52,0.4,1.9
2022-02,Arabian Ranches 3,Arabian Ranches,True,514,5535,563.0,33,125,39,19,0.4,1.9
2022-03,Arabian Ranches 3,Arabian Ranches,True,547,5887,600.0,36,153,53,101,0.4,1.9
2022-04,Arabian Ranches 3,Arabian Ranches,True,534,5744,574.0,35,94,53,37,1.4,2.9
2022-05,Arabian Ranches 3,Arabian Ranches,True,532,5724,575.0,35,118,17,115,1.4,2.9
2022-06,Arabian Ranches 3,Arabian Ranches,True,548,5895,599.0,36,32,46,95,1.4,2.9
2022-07,Arabian Ranches 3,Arabian Ranches,True,571,6151,629.0,37,79,38,71,1.4,2.9
2022-08,Arabian Ranches 3,Arabian Ranches,True,579,6234,623.0,38,43,33,102,1.4,2.9
2022-09,Arabian Ranches 3,Arabian Ranches,True,562,6045,637.0,37,96,6,11,1.4,2.9
2022-10,Arabian Ranches 3,Arabian Ranches,True,579,6230,657.0,38,96,55,64,4.4,5.9
2022-11,Arabian Ranches 3,Arabian Ranches,True,619,6660,701.0,40,113,45,71,4.4,5.9
2022-12,Arabian Ranches 3,Arabian Ranches,True,608,6540,663.0,39,136,31,93,4.4,5.9
2023-01,Arabian Ranches 3,Arabian Ranches,True,649,6990,695.0,42,156,66,96,4.4,5.9
2023-02,Arabian Ranches 3,Arabian Ranches,True,652,7021,692.0,42,59,41,101,4.4,5.9
2023-03,Arabian Ranches 3,Arabian Ranches,True,625,6729,696.0,41,147,33,115,4.4,5.9
2023-04,Arabian Ranches 3,Arabian Ranches,True,651,7009,714.0,42,133,26,25,4.4,5.9
2023-05,Arabian Ranches 3,Arabian Ranches,True,681,7329,766.0,44,107,40,89,4.4,5.9
2023-06,Arabian Ranches 3,Arabian Ranches,True,688,7402,772.0,45,69,33,84,4.4,5.9
2023-07,Arabian Ranches 3,Arabian Ranches,True,672,7236,696.0,44,95,54,82,5.4,6.9
2023-08,Arabian Ranches 3,Arabian Ranches,True,702,7557,764.0,46,102,17,30,5.4,6.9
2023-09,Arabian Ranches 3,Arabian Ranches,True,706,7603,772.0,46,161,58,49,5.4,6.9
2023-10,Arabian Ranches 3,Arabian Ranches,True,749,8062,865.0,49,79,64,105,5.4,6.9
2023-11,Arabian Ranches 3,Arabian Ranches,True,716,7708,784.0,47,136,58,64,5.4,6.9
2023-12,Arabian Ranches 3,Arabian Ranches,True,748,8054,800.0,49,36,29,60,5.4,6.9
2024-01,Arabian Ranches 3,Arabian Ranches,True,693,7463,762.0,45,88,73,84,5.4,6.9
2024-02,Arabian Ranches 3,Arabian Ranches,True,706,7602,757.0,46,140,65,24,5.4,6.9
2024-03,Arabian Ranches 3,Arabian Ranches,True,715,7700,773.0,46,133,55,72,5.4,6.9
2024-04,Arabian Ranches 3,Arabian Ranches,True,673,7242,743.0,44,27,32,112,5.4,6.9
2024-05,Arabian Ranches 3,Arabian Ranches,True,718,7724,792.0,47,117,26,94,5.4,6.9
2024-06,Arabian Ranches 3,Arabian Ranches,True,695,7485,746.0,45,125,8,115,5.4,6.9
2024-07,Arabian Ranches 3,Arabian Ranches,True,695,7485,792.0,45,158,58,86,4.65,6.15
2024-08,Arabian Ranches 3,Arabian Ranches,True,727,7830,806.0,47,55,21,64,4.65,6.15
2024-09,Arabian Ranches 3,Arabian Ranches,True,701,7545,804.0,46,28,50,118,4.65,6.15
2024-10,Arabian Ranches 3,Arabian Ranches,True,673,7246,716.0,44,155,76,107,4.65,6.15
2024-11,Arabian Ranches 3,Arabian Ranches,True,686,7382,786.0,45,20,31,89,4.65,6.15
2024-12,Arabian Ranches 3,Arabian Ranches,True,727,7829,803.0,47,85,5,113,4.65,6.15
2025-01,Arabian Ranches 3,Arabian Ranches,True,716,7705,771.0,47,59,39,92,4.65,6.15
2025-02,Arabian Ranches 3,Arabian Ranches,True,674,7259,744.0,44,168,8,30,4.65,6.15
2025-03,Arabian Ranches 3,Arabian Ranches,True,727,7820,810.0,47,175,57,101,4.65,6.15
2025-04,Arabian Ranches 3,Arabian Ranches,True,722,7774,760.0,47,101,18,105,4.65,6.15
2025-05,Arabian Ranches 3,Arabian Ranches,True,680,7318,718.0,44,147,14,105,4.65,6.15
2025-06,Arabian Ranches 3,Arabian Ranches,True,676,7281,737.0,44,157,75,17,4.65,6.15
2025-07,Arabian Ranches 3,Arabian Ranches,True,649,6983,719.0,42,73,67,66,4.0,5.5
2025-08,Arabian Ranches 3,Arabian Ranches,True,671,7224,713.0,44,116,44,18,4.0,5.5
2025-09,Arabian Ranches 3,Arabian Ranches,True,703,7565,790.0,46,114,43,16,4.0,5.5
2025-10,Arabian Ranches 3,Arabian Ranches,True,716,7703,769.0,47,71,45,96,4.0,5.5
2025-11,Arabian Ranches 3,Arabian Ranches,True,672,7232,717.0,44,174,53,28,4.0,5.5
2025-12,Arabian Ranches 3,Arabian Ranches,True,693,7457,779.0,45,121,44,110,4.0,5.5
2026-01,Arabian Ranches 3,Arabian Ranches,True,715,7691,801.0,46,103,48,60,4.0,5.5
2026-02,Arabian Ranches 3,Arabian Ranches,True,690,7426,741.0,45,65,16,111,4.0,5.5
2026-03,Arabian Ranches 3,Arabian Ranches,True,699,7527,775.0,45,165,20,79,4.0,5.5
2026-04,Arabian Ranches 3,Arabian Ranches,True,697,7499,772.0,45,137,56,56,4.0,5.5
2020-01,The Springs,Emirates Living,True,357,3840,377.0,23,62,5,117,1.5,3.0
2020-02,The Springs,Emirates Living,True,375,4034,412.0,24,75,76,87,1.5,3.0
2020-03,The Springs,Emirates Living,True,375,4034,403.0,24,35,38,102,1.5,3.0
2020-04,The Springs,Emirates Living,True,359,3868,406.0,23,48,74,106,0.4,1.9
2020-05,The Springs,Emirates Living,True,354,3808,377.0,23,72,67,23,0.4,1.9
2020-06,The Springs,Emirates Living,True,357,3844,392.0,23,20,25,21,0.4,1.9
2020-07,The Springs,Emirates Living,True,373,4013,408.0,24,64,69,115,0.4,1.9
2020-08,The Springs,Emirates Living,True,336,3613,357.0,22,51,68,96,0.4,1.9
2020-09,The Springs,Emirates Living,True,339,3649,357.0,22,76,38,117,0.4,1.9
2020-10,The Springs,Emirates Living,True,349,3756,386.0,23,135,20,103,0.4,1.9
2020-11,The Springs,Emirates Living,True,337,3629,364.0,22,173,23,11,0.4,1.9
2020-12,The Springs,Emirates Living,True,344,3702,368.0,22,133,37,103,0.4,1.9
2021-01,The Springs,Emirates Living,True,364,3916,391.0,24,39,28,101,0.4,1.9
2021-02,The Springs,Emirates Living,True,373,4014,431.0,24,67,18,100,0.4,1.9
2021-03,The Springs,Emirates Living,True,367,3952,396.0,24,63,26,86,0.4,1.9
2021-04,The Springs,Emirates Living,True,366,3938,414.0,24,113,26,35,0.4,1.9
2021-05,The Springs,Emirates Living,True,376,4049,409.0,24,159,57,98,0.4,1.9
2021-06,The Springs,Emirates Living,True,392,4216,433.0,25,143,44,33,0.4,1.9
2021-07,The Springs,Emirates Living,True,387,4160,436.0,25,173,9,26,0.4,1.9
2021-08,The Springs,Emirates Living,True,418,4501,446.0,27,46,50,47,0.4,1.9
2021-09,The Springs,Emirates Living,True,419,4515,448.0,27,113,44,99,0.4,1.9
2021-10,The Springs,Emirates Living,True,399,4298,433.0,26,96,30,57,0.4,1.9
2021-11,The Springs,Emirates Living,True,412,4432,457.0,27,164,31,38,0.4,1.9
2021-12,The Springs,Emirates Living,True,428,4610,484.0,28,36,26,53,0.4,1.9
2022-01,The Springs,Emirates Living,True,448,4827,500.0,29,136,23,47,0.4,1.9
2022-02,The Springs,Emirates Living,True,471,5072,533.0,31,147,32,119,0.4,1.9
2022-03,The Springs,Emirates Living,True,481,5179,516.0,31,70,52,18,0.4,1.9
2022-04,The Springs,Emirates Living,True,483,5197,567.0,31,72,20,111,1.4,2.9
2022-05,The Springs,Emirates Living,True,498,5359,565.0,32,38,21,104,1.4,2.9
2022-06,The Springs,Emirates Living,True,495,5332,544.0,32,84,75,71,1.4,2.9
2022-07,The Springs,Emirates Living,True,508,5472,538.0,33,47,77,38,1.4,2.9
2022-08,The Springs,Emirates Living,True,519,5587,582.0,34,103,14,44,1.4,2.9
2022-09,The Springs,Emirates Living,True,509,5483,571.0,33,157,8,23,1.4,2.9
2022-10,The Springs,Emirates Living,True,549,5904,611.0,36,106,58,97,4.4,5.9
2022-11,The Springs,Emirates Living,True,530,5708,589.0,34,64,61,47,4.4,5.9
2022-12,The Springs,Emirates Living,True,552,5945,614.0,36,56,12,56,4.4,5.9
2023-01,The Springs,Emirates Living,True,563,6060,619.0,37,178,15,116,4.4,5.9
2023-02,The Springs,Emirates Living,True,561,6043,623.0,36,109,71,101,4.4,5.9
2023-03,The Springs,Emirates Living,True,576,6196,657.0,37,41,8,46,4.4,5.9
2023-04,The Springs,Emirates Living,True,589,6338,616.0,38,118,66,53,4.4,5.9
2023-05,The Springs,Emirates Living,True,600,6455,661.0,39,174,56,73,4.4,5.9
2023-06,The Springs,Emirates Living,True,622,6700,688.0,40,140,28,30,4.4,5.9
2023-07,The Springs,Emirates Living,True,642,6916,720.0,42,84,65,87,5.4,6.9
2023-08,The Springs,Emirates Living,True,629,6772,726.0,41,57,11,53,5.4,6.9
2023-09,The Springs,Emirates Living,True,652,7022,726.0,42,142,43,21,5.4,6.9
2023-10,The Springs,Emirates Living,True,664,7144,729.0,43,17,73,21,5.4,6.9
2023-11,The Springs,Emirates Living,True,660,7108,691.0,43,75,61,65,5.4,6.9
2023-12,The Springs,Emirates Living,True,671,7222,730.0,44,68,27,83,5.4,6.9
2024-01,The Springs,Emirates Living,True,635,6833,706.0,41,150,38,13,5.4,6.9
2024-02,The Springs,Emirates Living,True,617,6636,703.0,40,69,48,24,5.4,6.9
2024-03,The Springs,Emirates Living,True,627,6753,691.0,41,113,40,16,5.4,6.9
2024-04,The Springs,Emirates Living,True,620,6673,666.0,40,134,53,110,5.4,6.9
2024-05,The Springs,Emirates Living,True,650,6997,722.0,42,105,73,41,5.4,6.9
2024-06,The Springs,Emirates Living,True,615,6619,693.0,40,21,31,47,5.4,6.9
2024-07,The Springs,Emirates Living,True,625,6728,701.0,41,119,52,22,4.65,6.15
2024-08,The Springs,Emirates Living,True,636,6843,679.0,41,158,74,77,4.65,6.15
2024-09,The Springs,Emirates Living,True,660,7106,733.0,43,139,52,36,4.65,6.15
2024-10,The Springs,Emirates Living,True,625,6725,668.0,41,88,40,106,4.65,6.15
2024-11,The Springs,Emirates Living,True,628,6763,701.0,41,100,43,89,4.65,6.15
2024-12,The Springs,Emirates Living,True,635,6839,690.0,41,118,69,33,4.65,6.15
2025-01,The Springs,Emirates Living,True,648,6970,719.0,42,177,65,47,4.65,6.15
2025-02,The Springs,Emirates Living,True,625,6731,683.0,41,99,53,108,4.65,6.15
2025-03,The Springs,Emirates Living,True,621,6690,685.0,40,76,42,119,4.65,6.15
2025-04,The Springs,Emirates Living,True,666,7166,739.0,43,38,27,117,4.65,6.15
2025-05,The Springs,Emirates Living,True,616,6634,663.0,40,45,44,51,4.65,6.15
2025-06,The Springs,Emirates Living,True,619,6659,660.0,40,44,13,47,4.65,6.15
2025-07,The Springs,Emirates Living,True,606,6521,659.0,39,103,48,67,4.0,5.5
2025-08,The Springs,Emirates Living,True,628,6764,665.0,41,126,28,11,4.0,5.5
2025-09,The Springs,Emirates Living,True,645,6938,707.0,42,144,32,91,4.0,5.5
2025-10,The Springs,Emirates Living,True,640,6894,706.0,42,70,56,25,4.0,5.5
2025-11,The Springs,Emirates Living,True,612,6588,684.0,40,122,19,85,4.0,5.5
2025-12,The Springs,Emirates Living,True,616,6628,688.0,40,73,18,70,4.0,5.5
2026-01,The Springs,Emirates Living,True,617,6644,690.0,40,40,68,59,4.0,5.5
2026-02,The Springs,Emirates Living,True,604,6506,674.0,39,75,24,28,4.0,5.5
2026-03,The Springs,Emirates Living,True,616,6633,700.0,40,34,36,62,4.0,5.5
2026-04,The Springs,Emirates Living,True,625,6726,695.0,41,147,76,49,4.0,5.5
2020-01,The Meadows,Emirates Living,True,400,4305,440.0,26,102,55,61,1.5,3.0
2020-02,The Meadows,Emirates Living,True,418,4498,451.0,27,38,25,50,1.5,3.0
2020-03,The Meadows,Emirates Living,True,403,4339,427.0,26,152,53,93,1.5,3.0
2020-04,The Meadows,Emirates Living,True,406,4375,452.0,26,139,32,53,0.4,1.9
2020-05,The Meadows,Emirates Living,True,404,4350,458.0,26,129,27,13,0.4,1.9
2020-06,The Meadows,Emirates Living,True,413,4445,461.0,27,128,10,97,0.4,1.9
2020-07,The Meadows,Emirates Living,True,411,4428,446.0,27,101,77,20,0.4,1.9
2020-08,The Meadows,Emirates Living,True,386,4152,420.0,25,133,73,59,0.4,1.9
2020-09,The Meadows,Emirates Living,True,403,4339,432.0,26,179,36,66,0.4,1.9
2020-10,The Meadows,Emirates Living,True,394,4244,433.0,26,105,36,23,0.4,1.9
2020-11,The Meadows,Emirates Living,True,377,4059,419.0,25,92,56,57,0.4,1.9
2020-12,The Meadows,Emirates Living,True,392,4223,435.0,26,17,60,88,0.4,1.9
2021-01,The Meadows,Emirates Living,True,397,4274,437.0,26,19,64,87,0.4,1.9
2021-02,The Meadows,Emirates Living,True,404,4352,442.0,26,128,26,71,0.4,1.9
2021-03,The Meadows,Emirates Living,True,411,4424,423.0,27,150,25,72,0.4,1.9
2021-04,The Meadows,Emirates Living,True,425,4580,474.0,28,78,20,33,0.4,1.9
2021-05,The Meadows,Emirates Living,True,457,4919,527.0,30,43,5,28,0.4,1.9
2021-06,The Meadows,Emirates Living,True,451,4850,515.0,29,84,71,20,0.4,1.9
2021-07,The Meadows,Emirates Living,True,454,4886,492.0,30,102,25,51,0.4,1.9
2021-08,The Meadows,Emirates Living,True,461,4962,513.0,30,73,22,70,0.4,1.9
2021-09,The Meadows,Emirates Living,True,475,5109,520.0,31,140,27,75,0.4,1.9
2021-10,The Meadows,Emirates Living,True,503,5410,528.0,33,150,61,85,0.4,1.9
2021-11,The Meadows,Emirates Living,True,488,5251,534.0,32,37,32,81,0.4,1.9
2021-12,The Meadows,Emirates Living,True,494,5320,541.0,32,149,78,75,0.4,1.9
2022-01,The Meadows,Emirates Living,True,524,5638,573.0,34,71,14,97,0.4,1.9
2022-02,The Meadows,Emirates Living,True,517,5568,568.0,34,46,47,14,0.4,1.9
2022-03,The Meadows,Emirates Living,True,537,5776,598.0,35,165,28,12,0.4,1.9
2022-04,The Meadows,Emirates Living,True,564,6068,625.0,37,35,46,51,1.4,2.9
2022-05,The Meadows,Emirates Living,True,577,6208,612.0,37,118,73,23,1.4,2.9
2022-06,The Meadows,Emirates Living,True,586,6309,640.0,38,169,58,81,1.4,2.9
2022-07,The Meadows,Emirates Living,True,604,6499,641.0,39,69,12,43,1.4,2.9
2022-08,The Meadows,Emirates Living,True,588,6324,649.0,38,167,5,84,1.4,2.9
2022-09,The Meadows,Emirates Living,True,595,6400,669.0,39,148,61,23,1.4,2.9
2022-10,The Meadows,Emirates Living,True,649,6984,708.0,42,19,20,58,4.4,5.9
2022-11,The Meadows,Emirates Living,True,608,6550,681.0,40,50,75,61,4.4,5.9
2022-12,The Meadows,Emirates Living,True,652,7019,738.0,42,31,25,27,4.4,5.9
2023-01,The Meadows,Emirates Living,True,621,6689,663.0,40,52,25,45,4.4,5.9
2023-02,The Meadows,Emirates Living,True,657,7074,721.0,43,173,28,94,4.4,5.9
2023-03,The Meadows,Emirates Living,True,659,7098,743.0,43,150,41,115,4.4,5.9
2023-04,The Meadows,Emirates Living,True,685,7376,770.0,45,151,45,72,4.4,5.9
2023-05,The Meadows,Emirates Living,True,688,7408,766.0,45,164,8,88,4.4,5.9
2023-06,The Meadows,Emirates Living,True,689,7416,776.0,45,47,54,77,4.4,5.9
2023-07,The Meadows,Emirates Living,True,730,7859,840.0,47,112,33,21,5.4,6.9
2023-08,The Meadows,Emirates Living,True,774,8333,820.0,50,179,64,116,5.4,6.9
2023-09,The Meadows,Emirates Living,True,727,7825,811.0,47,178,54,109,5.4,6.9
2023-10,The Meadows,Emirates Living,True,724,7798,786.0,47,41,12,84,5.4,6.9
2023-11,The Meadows,Emirates Living,True,768,8268,822.0,50,17,70,110,5.4,6.9
2023-12,The Meadows,Emirates Living,True,742,7988,835.0,48,28,14,49,5.4,6.9
2024-01,The Meadows,Emirates Living,True,754,8111,815.0,49,91,67,54,5.4,6.9
2024-02,The Meadows,Emirates Living,True,725,7800,793.0,47,103,48,53,5.4,6.9
2024-03,The Meadows,Emirates Living,True,742,7990,842.0,48,21,75,37,5.4,6.9
2024-04,The Meadows,Emirates Living,True,733,7890,832.0,48,138,43,37,5.4,6.9
2024-05,The Meadows,Emirates Living,True,733,7892,829.0,48,174,15,48,5.4,6.9
2024-06,The Meadows,Emirates Living,True,749,8063,817.0,49,65,42,98,5.4,6.9
2024-07,The Meadows,Emirates Living,True,743,8000,831.0,48,133,71,18,4.65,6.15
2024-08,The Meadows,Emirates Living,True,723,7784,783.0,47,66,11,117,4.65,6.15
2024-09,The Meadows,Emirates Living,True,726,7811,783.0,47,122,38,68,4.65,6.15
2024-10,The Meadows,Emirates Living,True,713,7675,773.0,46,65,48,63,4.65,6.15
2024-11,The Meadows,Emirates Living,True,734,7900,801.0,48,33,40,55,4.65,6.15
2024-12,The Meadows,Emirates Living,True,739,7950,812.0,48,128,34,88,4.65,6.15
2025-01,The Meadows,Emirates Living,True,703,7571,760.0,46,87,22,86,4.65,6.15
2025-02,The Meadows,Emirates Living,True,715,7696,767.0,46,64,44,103,4.65,6.15
2025-03,The Meadows,Emirates Living,True,690,7430,787.0,45,75,76,70,4.65,6.15
2025-04,The Meadows,Emirates Living,True,767,8259,847.0,50,140,30,68,4.65,6.15
2025-05,The Meadows,Emirates Living,True,668,7186,730.0,43,82,10,30,4.65,6.15
2025-06,The Meadows,Emirates Living,True,734,7904,784.0,48,29,28,58,4.65,6.15
2025-07,The Meadows,Emirates Living,True,737,7936,819.0,48,101,70,46,4.0,5.5
2025-08,The Meadows,Emirates Living,True,728,7836,798.0,47,20,76,98,4.0,5.5
2025-09,The Meadows,Emirates Living,True,728,7836,776.0,47,158,32,64,4.0,5.5
2025-10,The Meadows,Emirates Living,True,717,7718,807.0,47,150,79,21,4.0,5.5
2025-11,The Meadows,Emirates Living,True,766,8250,811.0,50,146,55,69,4.0,5.5
2025-12,The Meadows,Emirates Living,True,712,7668,759.0,46,55,38,83,4.0,5.5
2026-01,The Meadows,Emirates Living,True,702,7552,758.0,46,149,17,13,4.0,5.5
2026-02,The Meadows,Emirates Living,True,720,7749,765.0,47,48,29,55,4.0,5.5
2026-03,The Meadows,Emirates Living,True,728,7831,835.0,47,23,29,32,4.0,5.5
2026-04,The Meadows,Emirates Living,True,727,7830,809.0,47,71,65,42,4.0,5.5
2020-01,The Lakes,Emirates Living,True,410,4410,423.0,27,94,9,56,1.5,3.0
2020-02,The Lakes,Emirates Living,True,409,4398,443.0,27,71,44,85,1.5,3.0
2020-03,The Lakes,Emirates Living,True,433,4662,468.0,28,162,50,17,1.5,3.0
2020-04,The Lakes,Emirates Living,True,399,4289,417.0,26,127,64,76,0.4,1.9
2020-05,The Lakes,Emirates Living,True,395,4247,447.0,26,107,32,75,0.4,1.9
2020-06,The Lakes,Emirates Living,True,409,4402,449.0,27,32,34,43,0.4,1.9
2020-07,The Lakes,Emirates Living,True,373,4016,393.0,24,28,74,38,0.4,1.9
2020-08,The Lakes,Emirates Living,True,389,4182,423.0,25,38,69,81,0.4,1.9
2020-09,The Lakes,Emirates Living,True,387,4168,432.0,25,159,20,111,0.4,1.9
2020-10,The Lakes,Emirates Living,True,374,4027,398.0,24,118,69,99,0.4,1.9
2020-11,The Lakes,Emirates Living,True,383,4123,414.0,25,136,50,95,0.4,1.9
2020-12,The Lakes,Emirates Living,True,393,4231,423.0,26,109,76,15,0.4,1.9
2021-01,The Lakes,Emirates Living,True,425,4570,472.0,28,18,6,68,0.4,1.9
2021-02,The Lakes,Emirates Living,True,392,4219,444.0,25,153,74,90,0.4,1.9
2021-03,The Lakes,Emirates Living,True,416,4477,454.0,27,178,37,117,0.4,1.9
2021-04,The Lakes,Emirates Living,True,401,4315,448.0,26,146,20,62,0.4,1.9
2021-05,The Lakes,Emirates Living,True,435,4686,509.0,28,58,56,51,0.4,1.9
2021-06,The Lakes,Emirates Living,True,435,4680,479.0,28,43,67,66,0.4,1.9
2021-07,The Lakes,Emirates Living,True,418,4502,468.0,27,103,24,23,0.4,1.9
2021-08,The Lakes,Emirates Living,True,448,4819,493.0,29,70,67,110,0.4,1.9
2021-09,The Lakes,Emirates Living,True,458,4925,516.0,30,73,36,111,0.4,1.9
2021-10,The Lakes,Emirates Living,True,457,4924,526.0,30,109,54,40,0.4,1.9
2021-11,The Lakes,Emirates Living,True,468,5041,503.0,30,96,49,17,0.4,1.9
2021-12,The Lakes,Emirates Living,True,488,5250,523.0,32,46,66,98,0.4,1.9
2022-01,The Lakes,Emirates Living,True,511,5501,569.0,33,42,34,19,0.4,1.9
2022-02,The Lakes,Emirates Living,True,500,5378,516.0,32,15,14,86,0.4,1.9
2022-03,The Lakes,Emirates Living,True,543,5849,585.0,35,65,27,99,0.4,1.9
2022-04,The Lakes,Emirates Living,True,536,5769,580.0,35,87,26,80,1.4,2.9
2022-05,The Lakes,Emirates Living,True,533,5742,581.0,35,41,47,112,1.4,2.9
2022-06,The Lakes,Emirates Living,True,549,5913,610.0,36,103,13,88,1.4,2.9
2022-07,The Lakes,Emirates Living,True,542,5830,602.0,35,42,50,113,1.4,2.9
2022-08,The Lakes,Emirates Living,True,583,6281,648.0,38,163,72,89,1.4,2.9
2022-09,The Lakes,Emirates Living,True,581,6253,623.0,38,113,44,30,1.4,2.9
2022-10,The Lakes,Emirates Living,True,593,6378,646.0,39,139,14,55,4.4,5.9
2022-11,The Lakes,Emirates Living,True,623,6711,700.0,41,151,57,84,4.4,5.9
2022-12,The Lakes,Emirates Living,True,610,6568,666.0,40,83,37,98,4.4,5.9
2023-01,The Lakes,Emirates Living,True,590,6349,642.0,38,104,49,11,4.4,5.9
2023-02,The Lakes,Emirates Living,True,644,6937,704.0,42,163,50,81,4.4,5.9
2023-03,The Lakes,Emirates Living,True,655,7049,711.0,43,157,22,87,4.4,5.9
2023-04,The Lakes,Emirates Living,True,662,7121,698.0,43,75,39,115,4.4,5.9
2023-05,The Lakes,Emirates Living,True,656,7060,722.0,43,148,35,55,4.4,5.9
2023-06,The Lakes,Emirates Living,True,699,7522,776.0,45,110,5,103,4.4,5.9
2023-07,The Lakes,Emirates Living,True,696,7494,738.0,45,149,17,113,5.4,6.9
2023-08,The Lakes,Emirates Living,True,691,7440,777.0,45,114,30,16,5.4,6.9
2023-09,The Lakes,Emirates Living,True,701,7541,768.0,46,105,61,71,5.4,6.9
2023-10,The Lakes,Emirates Living,True,754,8113,814.0,49,74,59,52,5.4,6.9
2023-11,The Lakes,Emirates Living,True,700,7539,764.0,46,105,22,10,5.4,6.9
2023-12,The Lakes,Emirates Living,True,724,7796,814.0,47,133,59,106,5.4,6.9
2024-01,The Lakes,Emirates Living,True,716,7711,804.0,47,56,34,103,5.4,6.9
2024-02,The Lakes,Emirates Living,True,722,7769,831.0,47,173,14,48,5.4,6.9
2024-03,The Lakes,Emirates Living,True,705,7585,801.0,46,90,47,56,5.4,6.9
2024-04,The Lakes,Emirates Living,True,689,7417,768.0,45,23,39,97,5.4,6.9
2024-05,The Lakes,Emirates Living,True,714,7680,812.0,46,157,45,45,5.4,6.9
2024-06,The Lakes,Emirates Living,True,685,7374,784.0,45,116,49,98,5.4,6.9
2024-07,The Lakes,Emirates Living,True,713,7670,788.0,46,58,16,21,4.65,6.15
2024-08,The Lakes,Emirates Living,True,689,7419,795.0,45,104,21,81,4.65,6.15
2024-09,The Lakes,Emirates Living,True,687,7392,755.0,45,58,15,108,4.65,6.15
