id,date_listed,project_id,project_name,developer,developer_tier,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,launch_year,handover_year,total_project_units,payment_plan,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,price_usd,price_per_sqft_usd,price_per_m2_usd,mortgage_rate_at_listing
O001694,02-02-2024,OP0103,Burj Binghatti,Danube,tier2,Damac Hills 2,Damac Hills,24.95932,55.30114,villa,4BR_villa,4,2700,250.8,burj_khalifa,2021,2026,800,80/20,Al Furjan,Red,213,26.59,1430300,530,5703,6.9
O001695,21-01-2024,OP0062,Forte,Dubai Properties,tier1,Al Furjan,Al Furjan,25.02889,55.13714,apartment,2BR,2,987,91.7,burj_khalifa,2023,2025,800,50/50_post_handover,MRT-1,Red,11,23.26,641900,650,7000,6.9
O001696,30-11-2021,OP0068,Grande,DAMAC,tier1,DIFC,DIFC,25.21464,55.28107,apartment,2BR,2,1781,165.5,golf_course,2022,2027,400,60/40,Al Jafiliya,Red,28,2.05,1801700,1011,10887,1.9
O001697,18-07-2025,OP0184,Como Residences,Emaar,tier1,Azizi Riviera,MBR City,25.18397,55.29577,apartment,3BR,3,1994,185.3,marina,2021,2027,200,60/40,Burj Khalifa/Dubai Mall,Red,39,2.61,1523600,764,8223,5.5
O001698,21-11-2024,OP0090,Burj Binghatti,Danube,tier2,Dubai Creek Harbour,Creek,25.19054,55.34627,apartment,3BR,3,1547,143.7,community,2022,2026,400,50/50_post_handover,Al Nahda (G),Green,142,7.27,951600,615,6621,6.15
O001699,30-07-2022,OP0060,Bulgari Lighthouse,Azizi,tier2,Maritime City,Maritime City,25.26086,55.26233,apartment,1BR,1,694,64.4,park,2024,2027,1500,50/50_post_handover,ADCB,Red,55,7.18,410100,591,6364,2.9
O001700,22-05-2025,OP0072,Lagoon,Nakheel,tier1,Dubai Marina,Dubai Marina,25.08246,55.13155,apartment,1BR,1,849,78.9,golf_course,2025,2025,800,70/30,UAE Pavilion,Red,78,19.22,801500,944,10164,6.15
O001701,01-10-2021,OP0109,Burj Binghatti,Dubai Properties,tier1,Green Community,DIP,25.0047,55.16951,villa,3BR_villa,3,2100,195.1,community,2023,2027,400,60/40,Al Furjan,Red,44,23.87,656900,313,3368,1.9
O001702,31-12-2021,OP0078,Six Senses,Select Group,tier2,Dubai Islands,Deira Islands,25.28598,55.31336,apartment,1BR,1,640,59.5,park,2023,2025,100,70/30,Union (G),Green,26,10.62,318500,497,5352,1.9
O001703,06-08-2021,OP0049,Crest Grande,Deyaar,tier2,Jumeirah Golf Estates,JGE,25.0074,55.18746,villa,6BR_villa,6,6736,625.8,community,2024,2027,800,50/50_post_handover,First Abu Dhabi Bank,Red,185,22.85,3128500,464,5000,1.9
O001704,05-07-2023,OP0018,Six Senses,Meraas,tier1,Dubai Studio City,Dubai Studio City,25.03393,55.21167,apartment,2BR,2,1074,99.7,city,2023,2027,1500,60/40,Al Furjan,Red,82,19.22,379600,354,3806,6.9
O001705,15-07-2021,OP0150,Bulgari Lighthouse,Binghatti,tier2,Al Furjan,Al Furjan,25.03031,55.15208,apartment,studio,0,570,52.9,city,2023,2028,800,60/40,Al Furjan,Red,6,22.27,145200,255,2743,1.9
O001706,20-06-2023,OP0077,Bayview,Tiger Group,tier2,The Views,The Greens,25.11176,55.15646,apartment,3BR,3,1985,184.4,burj_khalifa,2022,2026,100,80/20,UAE Pavilion,Red,122,15.2,1459600,735,7913,5.9
O001707,04-05-2025,OP0070,Creek Vistas,Select Group,tier2,Dubailand,Dubailand,25.0263,55.31427,villa,5BR_villa,5,5236,486.4,marina,2025,2027,100,10/90_post_handover,Dubai Healthcare City,Green,276,19.42,2233000,427,4591,6.15
O001708,09-10-2025,OP0115,Beachgate,Meraas,tier1,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16539,55.30465,apartment,1BR,1,822,76.3,marina,2024,2026,800,70/30,Noor Bank,Red,120,4.67,817300,995,10707,5.5
O001709,25-07-2022,OP0199,Marasi Riverside,Emaar,tier1,Sobha Hartland,MBR City,25.18699,55.30087,apartment,2BR,2,1280,118.9,community,2024,2024,200,10/90_post_handover,Emirates Towers,Red,48,2.89,889300,695,7480,2.9
O001710,02-12-2022,OP0072,Lagoon,Nakheel,tier1,Dubai Marina,Dubai Marina,25.08246,55.13155,apartment,1BR,1,731,67.9,city,2025,2025,800,10/90_post_handover,Dubai Internet City,Red,59,19.22,584000,799,8599,5.9
O001711,27-05-2021,OP0029,Lagoon,DAMAC,tier1,Dubai Investment Park,DIP,24.99719,55.19027,apartment,4BR_penthouse,4,2857,265.5,pool,2023,2026,1500,70/30,Jumeirah Golf Estates,Red,51,23.8,601000,210,2264,1.9
O001712,13-09-2022,OP0065,Vela Residences,Aldar,tier1,Damac Hills 2,Damac Hills,24.9621,55.30137,villa,5BR_villa,5,6129,569.4,city,2023,2028,800,80/20,Al Furjan,Red,210,26.28,2178700,355,3826,2.9
O001713,29-01-2022,OP0151,Vela Residences,Azizi,tier2,Emirates Hills,Emirates Hills,25.04858,55.14849,villa,3BR_villa,3,3297,306.3,park,2021,2026,1500,60/40,Discovery Gardens,Red,13,20.83,3216700,976,10501,1.9
O001714,27-06-2021,OP0068,Grande,DAMAC,tier1,DIFC,DIFC,25.21464,55.28107,apartment,4BR_penthouse,4,3585,333.1,sea,2022,2027,400,80/20,World Trade Centre,Red,16,2.05,3503000,977,10517,1.9
O001715,11-08-2024,OP0116,Volta,DAMAC,tier1,City Walk,Al Wasl,25.20264,55.27598,villa,6BR_villa,6,8668,805.3,city,2024,2026,1500,80/20,Burj Khalifa/Dubai Mall,Red,10,0.63,10681600,1232,13264,6.15
O001716,07-02-2026,OP0141,Volta,Aldar,tier1,La Mer,Jumeirah,25.22383,55.26606,apartment,4BR_penthouse,4,1755,163,marina,2022,2025,1500,60/40,Oud Metha,Green,57,3.08,2514400,1433,15422,5.5
O001717,28-11-2025,OP0128,Vida Residences,Aldar,tier1,Dubailand,Dubailand,25.03005,55.30866,apartment,1BR,1,712,66.1,community,2023,2028,200,60/40,MRT-1,Red,213,18.9,222000,312,3357,5.5
O001718,14-02-2021,OP0144,Six Senses,Ellington,tier2,Al Reem,Arabian Ranches,25.04026,55.25569,villa,4BR_villa,4,3227,299.8,city,2025,2027,1500,60/40,Jumeirah Golf Estates,Red,113,17.55,1314000,407,4383,1.9
O001719,08-05-2024,OP0123,One at Palm,Danube,tier2,Jumeirah Village Triangle,JVT,25.04438,55.19034,apartment,3BR,3,1637,152.1,park,2025,2028,100,50/50_post_handover,Sharaf DG,Red,88,18.98,802000,490,5275,6.9
O001720,19-07-2021,OP0179,Damac Bay,Binghatti,tier2,Sustainable City,Sustainable City,24.98339,55.27192,villa,4BR_villa,4,4568,424.4,burj_khalifa,2022,2025,1500,50/50_post_handover,Expo 2020,Red,155,23.78,1988500,435,4686,1.9
O001721,23-04-2025,OP0063,Sobha Reserve,Select Group,tier2,La Mer,Jumeirah,25.22267,55.27572,apartment,1BR,1,838,77.9,city,2022,2027,800,50/50_post_handover,Al Jafiliya,Red,21,2.83,1093000,1304,14037,6.15
O001722,16-08-2021,OP0009,Vida Residences,Azizi,tier2,Business Bay,Business Bay,25.18726,55.25993,apartment,1BR,1,763,70.9,golf_course,2024,2028,200,50/50_post_handover,Business Bay,Red,10,1.83,312800,410,4412,1.9
O001723,23-12-2023,OP0015,Hartland Greens,Ellington,tier2,Dubai Production City,IMPZ,25.0254,55.25064,apartment,2BR,2,1131,105.1,park,2024,2025,1500,10/90_post_handover,Noor Bank,Red,138,19.25,373900,331,3558,6.9
O001724,12-07-2024,OP0078,Six Senses,Select Group,tier2,Dubai Islands,Deira Islands,25.28598,55.31336,villa,4BR_villa,4,3972,369,community,2023,2025,100,60/40,Salah Al Din (G),Green,17,10.62,3438400,866,9317,6.15
O001725,08-10-2021,OP0174,Grande,Azizi,tier2,Bulgari Resort,Jumeirah Bay,25.21828,55.24114,apartment,2BR,2,1112,103.3,community,2025,2027,1500,50/50_post_handover,Palm Deira,Green,84,4.09,2094000,1883,20272,1.9
O001726,09-03-2025,OP0187,Grande,Danube,tier2,Jumeirah 1,Jumeirah,25.23883,55.26222,apartment,studio,0,446,41.4,burj_khalifa,2023,2025,100,50/50_post_handover,First Abu Dhabi Bank,Red,146,4.79,552700,1240,13342,6.15
O001727,25-03-2021,OP0049,Crest Grande,Deyaar,tier2,Jumeirah Golf Estates,JGE,25.0074,55.18746,villa,5BR_villa,5,4383,407.2,burj_khalifa,2024,2027,800,10/90_post_handover,Union (G),Green,381,22.85,2721500,621,6684,1.9
O001728,07-07-2024,OP0172,Address Residences,Nakheel,tier1,Green Community,DIP,25.00353,55.1803,villa,4BR_villa,4,2447,227.3,city,2025,2026,100,10/90_post_handover,Al Furjan,Red,57,23.53,1335100,546,5872,6.15
O001729,20-06-2025,OP0176,Seaside,Select Group,tier2,Tilal Al Ghaf,Tilal Al Ghaf,25.01497,55.26774,villa,4BR_villa,4,4788,444.9,pool,2022,2028,400,60/40,Al Qusais,Green,384,20.27,2929800,612,6586,6.15
O001730,05-12-2021,OP0043,Bayview,Deyaar,tier2,Town Square,Nshama,25.0131,55.27175,apartment,3BR,3,1683,156.3,marina,2022,2024,100,60/40,UAE Pavilion,Red,174,20.47,461100,274,2950,1.9
O001731,07-05-2025,OP0050,Como Residences,Binghatti,tier2,Jumeirah 1,Jumeirah,25.22886,55.26113,villa,4BR_villa,4,3221,299.2,pool,2023,2026,1500,10/90_post_handover,Burj Khalifa/Dubai Mall,Red,46,3.76,3937900,1223,13159,6.15
O001732,16-01-2022,OP0036,Bulgari Lighthouse,Meraas,tier1,Liwan,Dubailand,25.06785,55.33633,apartment,3BR,3,2160,200.7,park,2025,2025,800,10/90_post_handover,Sharaf DG,Red,192,15.68,559500,259,2788,1.9
O001733,04-07-2023,OP0060,Bulgari Lighthouse,Azizi,tier2,Maritime City,Maritime City,25.26086,55.26233,apartment,3BR,3,1436,133.4,city,2024,2027,1500,70/30,Al Karama,Red,58,7.18,958700,668,7188,6.9
O001734,09-06-2023,OP0136,Address Residences,Deyaar,tier2,Dubailand,Dubailand,25.02877,55.29506,villa,5BR_villa,5,4895,454.7,park,2022,2026,1500,80/20,Discovery Gardens,Red,185,18.84,1609200,329,3539,5.9
O001735,14-10-2024,OP0074,Damac Bay,Omniyat,tier1,Arabian Ranches,Arabian Ranches,25.0451,55.27953,villa,4BR_villa,4,3167,294.2,sea,2022,2024,1500,50/50_post_handover,First Abu Dhabi Bank,Red,139,16.92,3354000,1059,11400,6.15
O001736,03-08-2024,OP0175,Safa Towers,Emaar,tier1,Business Bay,Business Bay,25.18991,55.2576,apartment,2BR,2,1463,135.9,city,2021,2028,200,10/90_post_handover,Business Bay,Red,11,1.87,969400,663,7133,6.15
O001737,15-07-2022,OP0081,Damac Bay,Select Group,tier2,Jumeirah Village Circle,JVC,25.05793,55.21447,apartment,1BR,1,827,76.8,city,2022,2026,400,50/50_post_handover,Al Furjan,Red,94,16.62,268000,324,3490,2.9
O001738,16-09-2022,OP0020,Volta,Omniyat,tier1,The Springs,Emirates Living,25.04553,55.18994,villa,5BR_villa,5,4742,440.6,city,2024,2028,200,70/30,Discovery Gardens,Red,62,18.89,3152600,665,7156,2.9
O001739,01-06-2021,OP0182,Crest Grande,Deyaar,tier2,Downtown Dubai,Downtown,25.19635,55.26405,apartment,2BR,2,1083,100.6,golf_course,2024,2028,800,50/50_post_handover,Burj Khalifa/Dubai Mall,Red,13,1.05,778700,719,7738,1.9
O001740,01-05-2024,OP0067,Beach Mansion,Deyaar,tier2,International City,International City,25.17201,55.40909,apartment,3BR,3,1912,177.7,park,2023,2028,1500,50/50_post_handover,Dubai Airport Free Zone,Green,151,13.84,381800,200,2149,6.9
O001741,16-01-2025,OP0087,Seaside,Tiger Group,tier2,Living Legends,Dubailand,25.08126,55.29139,apartment,1BR,1,780,72.4,city,2023,2026,100,10/90_post_handover,Abu Hail,Red,279,13.01,359100,461,4957,6.15
O001742,23-09-2025,OP0126,Lagoon,Ellington,tier2,DAMAC Lagoons,Damac,25.04598,55.24445,villa,6BR_villa,6,6728,625.1,community,2023,2024,200,50/50_post_handover,Discovery Gardens,Red,129,17.08,3133900,466,5014,5.5
O001743,03-08-2025,OP0166,Cavalli Tower,Ellington,tier2,Dubai Festival City,Festival City,25.22105,55.34268,apartment,1BR,1,792,73.6,golf_course,2023,2026,200,60/40,Creek,Green,11,7.36,551200,696,7488,5.5
O001744,08-05-2023,OP0005,Grande,Azizi,tier2,Meydan,Meydan,25.15393,55.30064,apartment,1BR,1,567,52.6,golf_course,2025,2025,400,60/40,Jebel Ali,Red,285,5.49,451300,796,8572,5.9
O001745,02-05-2022,OP0194,Seaside,Emaar,tier1,Bluewaters Island,Dubai Marina,25.07266,55.13589,villa,5BR_villa,5,4794,445.4,pool,2024,2026,800,60/40,Max,Red,292,19.65,4736800,988,10636,2.9
O001746,22-08-2021,OP0136,Address Residences,Deyaar,tier2,Dubailand,Dubailand,25.02877,55.29506,apartment,studio,0,369,34.3,community,2022,2026,1500,80/20,Dubai Internet City,Red,174,18.84,68500,186,1998,1.9
O001747,03-08-2022,OP0178,Forte,Tiger Group,tier2,Maritime City,Maritime City,25.26851,55.24195,apartment,2BR,2,1355,125.9,burj_khalifa,2024,2024,100,60/40,Salah Al Din,Red,98,8.58,996700,735,7915,2.9
O001748,09-01-2025,OP0188,Damac Bay,Azizi,tier2,Jumeirah Village Circle,JVC,25.05629,55.22385,apartment,3BR,3,1934,179.7,pool,2024,2028,400,50/50_post_handover,Dubai Investment Park,Red,116,16.47,759700,393,4227,6.15
O001749,26-02-2024,OP0109,Burj Binghatti,Dubai Properties,tier1,Green Community,DIP,25.0047,55.16951,villa,6BR_villa,6,5977,555.3,pool,2023,2027,400,10/90_post_handover,Dubai Investment Park,Red,25,23.87,3251200,544,5855,6.9
O001750,19-10-2023,OP0102,Cavalli Tower,Ellington,tier2,DIFC,DIFC,25.21521,55.26624,apartment,1BR,1,763,70.9,sea,2023,2025,800,10/90_post_handover,Financial Centre,Red,21,2.16,1205400,1581,17013,6.9
O001751,04-04-2024,OP0126,Lagoon,Ellington,tier2,DAMAC Lagoons,Damac,25.04598,55.24445,villa,5BR_villa,5,4375,406.4,city,2023,2024,200,80/20,Jumeirah Golf Estates,Red,101,17.08,2214900,506,5450,6.9
O001752,09-05-2023,OP0093,Seaside,Binghatti,tier2,The Greens,The Greens,25.10475,55.1953,apartment,2BR,2,1151,107,community,2023,2027,100,50/50_post_handover,Sharaf DG,Red,15,13,577600,502,5400,5.9
O001753,18-08-2022,OP0026,Address Residences,Tiger Group,tier2,Jumeirah Park,Emirates Living,25.0586,55.16911,villa,6BR_villa,6,8562,795.4,city,2023,2027,100,60/40,Al Furjan,Red,51,18.7,6686400,781,8406,2.9
O001754,27-11-2024,OP0051,Hartland Greens,Azizi,tier2,Dubai Sports City,Dubai Sports City,25.05184,55.21071,apartment,4BR_penthouse,4,2683,249.3,sea,2022,2028,200,60/40,Mashreq Bank,Red,84,17.39,1017500,379,4082,6.15
O001755,12-05-2025,OP0052,Grande,Danube,tier2,Meydan,Meydan,25.15857,55.27805,apartment,1BR,1,550,51.1,sea,2022,2026,1500,50/50_post_handover,Emirates Towers,Red,81,4.31,460000,836,9001,6.15
O001756,24-08-2022,OP0071,Cavalli Tower,Danube,tier2,Dubai Production City,IMPZ,25.03263,55.23328,apartment,1BR,1,697,64.7,community,2023,2027,200,70/30,First Abu Dhabi Bank,Red,144,18.76,164500,236,2541,2.9
O001757,07-08-2022,OP0052,Grande,Danube,tier2,Meydan,Meydan,25.15857,55.27805,apartment,3BR,3,2263,210.3,city,2022,2026,1500,60/40,Noor Bank,Red,88,4.31,1411500,624,6713,2.9
O001758,14-02-2022,OP0044,Volta,Sobha,tier1,Arabian Ranches 2,Arabian Ranches,25.04518,55.2574,villa,4BR_villa,4,3678,341.7,city,2024,2026,1500,60/40,MRT-1,Red,151,16.99,2796800,760,8184,1.9
O001759,15-11-2022,OP0019,Vela Residences,Binghatti,tier2,Al Reem,Arabian Ranches,25.04823,55.26444,villa,3BR_villa,3,2497,232,marina,2022,2026,100,80/20,Ibn Battuta,Red,182,16.6,1612900,646,6952,5.9
O001760,14-12-2024,OP0084,Damac Bay,Binghatti,tier2,Downtown Dubai,Downtown,25.19025,55.2665,apartment,1BR,1,713,66.2,city,2024,2026,800,80/20,Baniyas Square,Red,115,1.11,738900,1037,11157,6.15
O001761,17-03-2021,OP0093,Seaside,Binghatti,tier2,The Greens,The Greens,25.10475,55.1953,apartment,3BR,3,1510,140.3,marina,2023,2027,100,50/50_post_handover,Sharaf DG,Red,14,13,617500,409,4402,1.9
O001762,18-10-2023,OP0121,Hartland Greens,DAMAC,tier1,Motor City,Motor City,25.04796,55.2158,apartment,1BR,1,669,62.2,city,2024,2024,200,50/50_post_handover,Sharaf DG,Red,90,17.61,315400,471,5072,6.9
O001763,08-12-2022,OP0108,Beachgate,Ellington,tier2,Green Community,DIP,24.99267,55.18156,villa,4BR_villa,4,3304,306.9,burj_khalifa,2025,2026,200,60/40,Dubai Investment Park,Red,13,24.59,2022700,612,6591,5.9
O001764,28-07-2022,OP0010,Bayview,DAMAC,tier1,DAMAC Lagoons,Damac,25.05664,55.2478,villa,5BR_villa,5,5831,541.7,park,2022,2027,400,10/90_post_handover,UAE Pavilion,Red,154,15.86,3206000,550,5919,2.9
O001765,18-09-2022,OP0065,Vela Residences,Aldar,tier1,Damac Hills 2,Damac Hills,24.9621,55.30137,villa,4BR_villa,4,4224,392.4,park,2023,2028,800,80/20,Business Bay,Red,304,26.28,1538600,364,3921,2.9
O001766,22-09-2025,OP0001,Aykon City,Sobha,tier1,Mira,Reem,25.04817,55.28314,villa,3BR_villa,3,2637,245,pool,2023,2026,800,50/50_post_handover,Al Qiyadah,Red,338,16.59,1531200,581,6251,5.5
O001767,06-05-2025,OP0098,Crest Grande,Meraas,tier1,Dubai Studio City,Dubai Studio City,25.03842,55.22779,apartment,1BR,1,634,58.9,marina,2022,2026,800,50/50_post_handover,Ibn Battuta,Red,136,18.27,238100,375,4040,6.15
O001768,08-01-2025,OP0143,Marasi Riverside,Binghatti,tier2,Jumeirah Lake Towers,JLT,25.06138,55.13942,apartment,2BR,2,1319,122.6,community,2022,2026,1500,50/50_post_handover,Danube,Red,62,20.32,651200,494,5313,6.15
O001769,10-08-2023,OP0032,Forte,Binghatti,tier2,Jumeirah 3,Jumeirah,25.21752,55.23343,apartment,studio,0,520,48.3,pool,2022,2026,100,50/50_post_handover,Emirates Towers,Red,60,4.7,570000,1096,11802,6.9
O001770,01-01-2024,OP0010,Bayview,DAMAC,tier1,DAMAC Lagoons,Damac,25.05664,55.2478,villa,6BR_villa,6,7687,714.2,pool,2022,2027,400,10/90_post_handover,World Trade Centre,Red,228,15.86,5158400,671,7223,6.9
O001771,27-11-2024,OP0136,Address Residences,Deyaar,tier2,Dubailand,Dubailand,25.02877,55.29506,apartment,3BR,3,1720,159.8,burj_khalifa,2022,2026,1500,80/20,Al Ghubaiba,Green,308,18.84,693300,403,4338,6.15
O001772,12-04-2025,OP0172,Address Residences,Nakheel,tier1,Green Community,DIP,25.00353,55.1803,villa,4BR_villa,4,4198,390.1,community,2025,2026,100,10/90_post_handover,Jumeirah Golf Estates,Red,40,23.53,1916600,457,4914,6.15
O001773,06-04-2025,OP0003,One at Palm,Deyaar,tier2,Jumeirah Golf Estates,JGE,25.01301,55.19884,villa,4BR_villa,4,3533,328.2,park,2025,2026,200,50/50_post_handover,Al Furjan,Red,64,21.85,3068500,869,9350,6.15
O001774,27-07-2023,OP0200,Marina Vista,MAG,tier2,Living Legends,Dubailand,25.07413,55.29691,apartment,1BR,1,927,86.1,community,2025,2025,1500,50/50_post_handover,Dubai Healthcare City,Green,207,13.87,365300,394,4243,6.9
O001775,30-03-2021,OP0193,Creek Vistas,Ellington,tier2,Jumeirah Golf Estates,JGE,25.02257,55.18983,villa,5BR_villa,5,3855,358.2,pool,2022,2027,800,60/40,Al Furjan,Red,56,21.2,1609900,418,4495,1.9
O001776,10-01-2021,OP0010,Bayview,DAMAC,tier1,DAMAC Lagoons,Damac,25.05664,55.2478,villa,3BR_villa,3,2595,241,park,2022,2027,400,70/30,Expo 2020,Red,184,15.86,1128600,435,4682,1.9
O001777,28-04-2026,OP0095,Como Residences,Binghatti,tier2,Mudon,Dubailand,25.04779,55.24223,villa,3BR_villa,3,3668,340.8,burj_khalifa,2023,2024,1500,70/30,Dubai Internet City,Red,113,16.93,2495200,680,7322,5.5
O001778,29-04-2025,OP0140,Bayview,Meraas,tier1,Jumeirah 1,Jumeirah,25.22967,55.25416,apartment,2BR,2,1082,100.5,community,2021,2026,200,10/90_post_handover,Al Jadaf,Green,100,4.15,974400,901,9696,6.15
O001779,28-04-2026,OP0191,Forte,Azizi,tier2,The Valley,Dubai-Al Ain Road,24.96717,55.50704,villa,4BR_villa,4,3303,306.9,community,2023,2026,800,60/40,Ibn Battuta,Red,485,34.69,1287500,390,4195,5.5
O001780,09-08-2024,OP0016,Beachgate,Tiger Group,tier2,Business Bay,Business Bay,25.19245,55.26376,apartment,4BR_penthouse,4,2495,231.8,park,2021,2026,1500,60/40,Burj Khalifa/Dubai Mall,Red,22,1.19,1626200,652,7016,6.15
O001781,21-02-2026,OP0200,Marina Vista,MAG,tier2,Living Legends,Dubailand,25.07413,55.29691,villa,3BR_villa,3,3213,298.5,marina,2025,2025,1500,50/50_post_handover,Burj Khalifa/Dubai Mall,Red,174,13.87,1775700,553,5948,5.5
O001782,07-09-2024,OP0017,Burj Binghatti,Nakheel,tier1,Dubai Harbour,Dubai Marina,25.07379,55.15472,villa,3BR_villa,3,2702,251.1,city,2023,2024,400,60/40,Al Ras,Green,309,18.26,4855400,1797,19339,6.15
O001783,20-12-2021,OP0177,Grande,Deyaar,tier2,World Islands,World Islands,25.22822,55.16473,villa,6BR_villa,6,7973,740.7,city,2021,2026,400,60/40,Palm Deira,Green,160,11.56,9374400,1176,12656,1.9
O001784,25-09-2023,OP0125,Como Residences,Aldar,tier1,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16732,55.30603,apartment,2BR,2,1639,152.3,marina,2023,2027,400,50/50_post_handover,Financial Centre,Red,72,4.6,1577400,962,10357,6.9
O001785,27-01-2022,OP0176,Seaside,Select Group,tier2,Tilal Al Ghaf,Tilal Al Ghaf,25.01497,55.26774,villa,6BR_villa,6,8213,763,sea,2022,2028,400,50/50_post_handover,ADCB,Red,333,20.27,4586900,558,6012,1.9
O001786,03-01-2022,OP0107,Beach Mansion,Dubai Properties,tier1,Jumeirah Lake Towers,JLT,25.07937,55.1362,apartment,2BR,2,1390,129.1,sea,2025,2027,400,10/90_post_handover,Dubai Internet City,Red,54,19.11,572400,412,4433,1.9
O001787,31-12-2024,OP0054,Marina Vista,Danube,tier2,Damac Hills 2,Damac Hills,24.96907,55.29362,villa,5BR_villa,5,6800,631.8,marina,2023,2025,800,70/30,Baniyas Square (G),Green,405,25.44,3186000,469,5043,6.15
O001788,25-01-2025,OP0119,Six Senses,Select Group,tier2,Majan,Dubailand,25.06138,55.27458,apartment,1BR,1,710,66,city,2023,2026,800,60/40,Business Bay,Red,169,15.1,243400,343,3690,6.15
O001789,02-01-2026,OP0126,Lagoon,Ellington,tier2,DAMAC Lagoons,Damac,25.04598,55.24445,villa,4BR_villa,4,4406,409.4,park,2023,2024,200,10/90_post_handover,Al Qusais,Green,361,17.08,2637900,599,6444,5.5
O001790,13-09-2024,OP0033,Beachgate,Meraas,tier1,Arabian Ranches 2,Arabian Ranches,25.05444,55.28876,villa,3BR_villa,3,2897,269.2,marina,2022,2027,800,70/30,UAE Pavilion,Red,199,15.94,3306700,1141,12285,6.15
O001791,12-03-2023,OP0054,Marina Vista,Danube,tier2,Damac Hills 2,Damac Hills,24.96907,55.29362,villa,3BR_villa,3,2786,258.8,park,2023,2025,800,70/30,UAE Exchange,Red,277,25.44,1011700,363,3909,5.9
O001792,26-04-2021,OP0111,Six Senses,Binghatti,tier2,Dubai Festival City,Festival City,25.21814,55.36466,apartment,2BR,2,1302,121,city,2021,2026,200,10/90_post_handover,Al Jadaf,Green,43,9.37,436000,335,3603,1.9
O001793,23-02-2024,OP0163,Damac Bay,Emaar,tier1,Palm Jumeirah,Palm Jumeirah,25.11006,55.13787,apartment,1BR,1,702,65.2,burj_khalifa,2023,2028,400,50/50_post_handover,Dubai Internet City,Red,48,16.81,1324600,1888,20324,6.9
O001794,18-06-2021,OP0106,Hartland Greens,Select Group,tier2,The Valley,Dubai-Al Ain Road,24.96607,55.48337,villa,3BR_villa,3,2244,208.5,community,2023,2027,400,60/40,Dubai Healthcare City,Green,401,33.22,470000,209,2254,1.9
O001795,16-08-2024,OP0194,Seaside,Emaar,tier1,Bluewaters Island,Dubai Marina,25.07266,55.13589,apartment,studio,0,428,39.7,park,2024,2026,800,10/90_post_handover,Jumeirah Golf Estates,Red,76,19.65,550800,1288,13866,6.15
O001796,24-08-2024,OP0142,Grande,Dubai Properties,tier1,Living Legends,Dubailand,25.08629,55.30363,villa,4BR_villa,4,3920,364.2,pool,2025,2025,800,60/40,Financial Centre,Red,175,12.68,2131900,544,5853,6.15
O001797,11-08-2025,OP0131,Crest Grande,Azizi,tier2,Madinat Jumeirah Living,Jumeirah,25.13959,55.17254,apartment,studio,0,412,38.2,city,2025,2026,200,60/40,Sharaf DG,Red,53,12.09,522800,1270,13674,5.5
O001798,20-11-2023,OP0083,Forte,Dubai Properties,tier1,Meydan,Meydan,25.1618,55.25792,apartment,1BR,1,712,66.2,city,2024,2026,800,10/90_post_handover,Al Qiyadah,Red,208,4.27,611200,858,9238,6.9
O001799,21-10-2023,OP0028,One at Palm,Nakheel,tier1,Arabian Ranches 2,Arabian Ranches,25.0482,55.27553,villa,3BR_villa,3,2905,269.9,burj_khalifa,2022,2027,200,60/40,UAE Pavilion,Red,184,16.57,4078500,1404,15111,6.9
O001800,24-08-2025,OP0036,Bulgari Lighthouse,Meraas,tier1,Liwan,Dubailand,25.06785,55.33633,apartment,1BR,1,836,77.6,burj_khalifa,2025,2025,800,50/50_post_handover,Emirates Towers,Red,214,15.68,397600,476,5122,5.5
O001801,08-01-2024,OP0153,Vela Residences,Tiger Group,tier2,The Lakes,Emirates Living,25.05548,55.19167,villa,5BR_villa,5,5027,467,sea,2023,2026,800,10/90_post_handover,Sharaf DG,Red,76,17.82,5801800,1154,12424,6.9
O001802,17-11-2022,OP0121,Hartland Greens,DAMAC,tier1,Motor City,Motor City,25.04796,55.2158,apartment,4BR_penthouse,4,2453,227.9,community,2024,2024,200,60/40,Noor Bank,Red,101,17.61,961300,392,4219,5.9
O001803,07-07-2023,OP0174,Grande,Azizi,tier2,Bulgari Resort,Jumeirah Bay,25.21828,55.24114,apartment,2BR,2,1774,164.8,burj_khalifa,2025,2027,1500,10/90_post_handover,Al Ghubaiba,Green,83,4.09,6423800,3622,38983,6.9
O001804,24-04-2024,OP0018,Six Senses,Meraas,tier1,Dubai Studio City,Dubai Studio City,25.03393,55.21167,apartment,studio,0,431,40.1,community,2023,2027,1500,70/30,Jumeirah Golf Estates,Red,59,19.22,124700,289,3112,6.9
O001805,10-10-2021,OP0036,Bulgari Lighthouse,Meraas,tier1,Liwan,Dubailand,25.06785,55.33633,apartment,1BR,1,900,83.6,burj_khalifa,2025,2025,800,80/20,Noor Bank,Red,164,15.68,266000,296,3183,1.9
O001806,06-03-2021,OP0165,Aykon City,Sobha,tier1,The Meadows,Emirates Living,25.04572,55.1704,villa,3BR_villa,3,2324,215.9,community,2021,2024,1500,60/40,Discovery Gardens,Red,35,19.83,1323500,569,6129,1.9
